2013-05-17 13:33:32 : [Invalid Numeric Type -[IT110003 exceeds length 6 ]]
2013-05-17 13:35:13 : [Invalid Numeric Type -[11010199901033 exceeds length 6 ]]
2015-04-22 18:00:41 : [Invalid Numeric Type -[TAXONLINE exceeds length 4 ]]
2015-04-22 18:01:06 : [Invalid Numeric Type -[TAXONLINE exceeds length 4 ]]
2015-04-22 18:32:50 : [Invalid Numeric Type -[TAXONLINE exceeds length 4 ]]
